국가명,영문국가명,ISO코드,대륙명,안전공지_작성일,공지제목,공지내용_텍스트,공지내용_첨부링크,공지유형
가나,Ghana,GH,아프리카,2026-06-09,[안전공지] 정부기관 사칭 피싱 범죄 유의 안내,"최근 미국 , 캐나다 등 북미 지역을 중심으로 공관 사칭 피싱 범죄 시도가 다수 발생하는 등 재외국민을 대상으로 재외공관 , 영사안전콜센터 , 수사기관 등 정부 기관을 사칭한 보이스피싱 시도 사례가 발생하고 있어 각별한 주의가 필요합니다 . 정부기관은 전화 · 문자 · 이메일로 개인정보나 금전을 요구하지 않으며 , 현금인출기 조작을 유도하지 않습니다 . 정부기관 대표번호를 사용하고 있어도 발신 번호가 조작되었을 가능성이 있습니다 . 아래와 같이 요구를 하는 경우 즉시 전화를 끊고 다른 전화기를 사용하여 해당 기관 대표번호에 연락하여 진위 여부를 확인하시기 바랍니다 . - 텔레그램 등 모바일 메신저나 특정 어플리케이션 설치 요구 - 문자 또는 이메일로 특정 링크를 보내고 접속 유도 - 금전 송금 요구 - 이름 , 주민번호 , 특정 웹사이트 아이디 , 계좌 정보 , 계좌 비밀번호 등 개인정 보를 요구하거나 직접 입력하도록 유도 - 범죄 연루 , 세금 미납 등을 사유로 즉시 대응해야하는 것처럼 불안감 유발 피해가 의심되는 경우 관할 경찰서에 신속히 신고 바라며 , 추가 범죄 피해 예 방을 위해 재외공관 및 주변 지인에게 적극 알려주시기 바랍니다 . 아울러 범죄 피해 관련 영사 조력이 필요한 경우 영사안전콜센터 (+82-2-3210-0404) 또는 우리 대사관 긴급전화 (+233 (0)24 432 1858) 조승형 해외안전담당영사 (+233 (0)59 699 4894) 에게 신속하게 연락주시기 바랍니다 . 끝 .",,장기
가나,Ghana,GH,아프리카,2026-05-29,에볼라바이러스병 확산 및 감염 예방을 위한 안내,"1 현황 ○ (발생 현황) 최근 아프리카 콩고민주공화국 (DR콩고) 및 우간다 에서 에볼라바이 러 스병 (분디부교) (의심) 환자 발생 이 지속 증가 하여 , WHO는 국제적 공중보건비상사태 (PHEIC) * 선언 (5.17.) * 국가 간 확산, 공중보건에 미치는 영향 등 위험평가에 따라 선언(전세계적인 유행을 의미하는 팬데믹 상황은 아님) - 현재, 의심 사례 총 912명 이상 ( 사망 221명 ) , 확진 108명 ( 사망 11명 ) * DR콩고 이투리(Ituri) 주, 북키부(North Kivu) 주 및 남키부(South Kivu) 주에서 900명 이상의 의심사례, 우간다의 캄팔라(Kampala)에서 확진자 7명(사망 1명) 발생 (WHO 5.25. 기준) 국가 의심 확진 발생 사망자 치명률(%) 발생 사망자 치명률(%) DR콩고 900명 이상 * 220 24.4 101 10 9.9 우간다 12 1 8.3 7 1 14.3 전체 912명 이상 221 24.2 108 11 10.2 * 각 기관·국가의 통계 내용과 발표 시점이 달라, WHO 공개 정보 기준으로 제시 ○ (아프리카 현황) 아프리카 질병통제예방센터 (Africa CDC) 는 아프리카 대륙 공중보건비상사태 (PHECS) 선언 (5.18.) 및 DR콩고, 우간다 외 대륙 내 10개국 * 도 에볼라 발생 위험 우려 발표 (5.23.) * 르완다, 케냐, 탄자니아, 앙골라, 부룬디, 중앙아프리카공화국, 콩고공화국, 에티오피아, 남수단, 잠비아 ○ (대응 강화) ➊ 질병청은 에볼라바이러스병 국내 유입 방지를 위해, 위기경보 ‘관심’ 단계 발령 (5.17.) 및 발생국가 등 5개국(DR콩고, 우간다, 남수단, 에티오피아, 르완다) 을 중점검역관리지역으로 지정 (5. 26.) 하였으며, ➋ 외교부는 DR콩고 이투리주 에 여행금지 발령 (5.22.) ○ (감염 주의 필요) 에볼라바이러스병은 감염된 사람(동물)의 혈액, 체액 , 분비물 또는 오염된 물건과 직접 접촉할 경우 감염 될 수 있으며, 치명률이 높아 발생 지역 방문자 및 체류자의 각별한 주의 필요 2 검역 및 여행 경보 준수 ○ (검역) 중점검역관리지역으로 지정된 5개국(DR콩고, 우간다, 남 수단, 에티오피아, 르완다) 을 출발하여 입국 시 , 증상 유무와 관계없이 Q-CODE * (또는 건강상태질문서) 를 반드시 제출 * 입국 전 방문 국가와 건강상태 등을 온라인으로 미리 입력하고, 입국 시 발급된QR코드로 검역 확인을 받는 사전검역정보입력시스템 출발 국가 정의 입국 시 검역 조치 중점 검역관리지역 (DR콩고, 우간다, 남수단, 에티오피아, 르완다) 검역관리지역 중 검역감염병의 치명도·전파력이 높아 집중 검역이 필요한 지역 증상 유무와 관계없이 Q-CODE(또는 건강상태질문서) 를 검역관에게 의무 제출 및 신고 검역관리지역 (케냐, 탄자니아) 검역감염병 유행 또는 유행 우려로 국내 유입 가능성이 있는 지역 발열 등 증상 있는 경우 Q-CODE(또는 건강상태질문서)를 검역관에게 자진 신고 - (예방수칙 확인) 에볼라바이러스병 중점·검역관리지역 입출국자 대상으로 예방 수칙 및 의심증상 발생 시 신고 방법 등에 대한 안내 문자 가 발송 되므로, 수신 시 내용 확인하여 숙지 - (건강상태 신고) 입국 시, 중점검역관리지역 방문 이력이 있는 유증상자 의 경우, 개인별 건강상태를 검역관에게 반드시 알림 ○ (여행 주의) 관련 국가(지역) 방문 전 외교부 여행안전 정보 (해외안전여행 누리집) 를 확인 하여, 여행 경보 사항 을 준수 - 현재, 우간다 전체 특별여행주의보 (5.21.) 및 사망자가 집중 되어 있는 D R콩 고 이투리주 등 여행금지 (5.22.) 국가(지역)로 지정 * ‘예외적 여권 사용 허가’를 받지 않고 여행금지 국가(지역) 방문 또는 체류할 경우 여권법 관련 규정에 따라 처벌받을 수 있음 국가 여행경보 현황 DR콩고 4단계 (여행금지) 북키부주, 남키부주, 이투리주 3단계 (출국권고) 중앙아프리카공화국 접경 50km 이내 지역, 바우엘레주, 오트우엘레주, 마니에마주, 카사이주, 카사이상트랄주, 카사이오리앙탈주, 舊 카탕가주(現 탕가니카주 전역 및 오트카탕가주, 루알라마주, 오트 로마미주 일부) 특별여행주의보 3·4단계 발령 지역을 제외한 전 지역 우간다 특별여행주의보 전체 남수단 3단계 (출국권고) 전체 에티오피아 3단계 (출국권고) 암하라 주, 티그라이 주, 소말리 주, 베니샹굴-구무즈 주, 감벨라 주, 오로미아 주 일부(East Welega, West Welega, Kelam Welega, Guji, Borena 지역), 수단 및 에리트리아 국경 10km 접경, 아파르주에서 티그라이주 10km 접경지역, 케냐 및 남수단 국경 10km 접경 2단계 (여행자제) 아디스아바바 시, 디레다와 시, 하라르 주, SNNPR 주, SWEPR 주, 시다마 주, 오로미아 주 일부(3단계 지역 제외), 아파르 주(3단계 지역 제외) 르완다 3단계 (출국권고) 루바부구 2단계 (여행자제) 3단계 발령 지역을 제외한 전 지역 3 에볼라바이러스병 감염 예방 주의 사항 ○ (감염 경로) 에볼라바이러스병은 감염된 사람(야생동물) 또는 사망자(죽은 야생동물) 의 혈액, 분비물, 장기 기타 체액 등과 접촉 ○ (증상) 잠복기는 2~21일 이며, 초기에는 발열, 피로감, 권태감, 근육통, 두통, 인후통 등 발생, 이후 구토, 설사, 복통, 발진 등(일부 코피, 잇몸출혈, 토혈, 혈변 등 출혈 증상) ○ (중점검역관리지역 등 방문 주의) 중점검역관리지역 5개국(DR콩고, 우간다, 남수단, 에티오피아, 르완다) 및 여행 경보 국가 방문 시 검역 및 여행 경보 사항 반드시 준수 * 질병관리청·외교부·아프리카CDC 등 관련 누리집의 감염병 정보 및 발생상황 등 확인 ○ (발생국 방문 또는 체류 시) ➊ 환자 및 의심 환자와의 접촉을 피하고 ➋ 의료기관 방문 시 개인보호구 착용 및 손 위생 등 예방 수칙 철저히 준수 , ➌ (의심)환자 장례식 방문, 시신 접촉 등 체액 등 노출 가능성이 있는 활동 자제 , ➍ 과일박쥐, 침팬지, 고릴라, 원숭이 등 야생동물 등과의 접촉을 삼가고, 익히지 않은 야생동물 고기 섭취 금지, ➎ 발열 등 의심 증상 발생 시 현지 보건당국 또는 재외공관 등에 즉시 상담 ○ (입국 시) 에볼라바이러스병 중점검역관리지역 방문 후 입국 시 Q-CODE(건강상태질문서) 제출 등 검역 절차에 따라 개인의 건강 상태와 여행력을 정확히 신고 - 입국 단계에서 증상 이 있거나 환자 등과 접촉한 이력 이 있는 경우, 검역관에게 반드시 자진 신고 ○ (귀국 후 건강상태 관찰) 귀국 후 21일 이내 의심 증상 이 있을 경우 의료기관 방문 전 ➊ 즉시 1339 또는 관할 보건소로 신고, ➋ 대중 교통 이용 및 타인 접촉을 최소화 하고, ➌ 의료기관 진료 시, 해외 방문력과 증상을 먼저 안내",,판단보류
가나,Ghana,GH,아프리카,2026-05-19,[안전공지] 에볼라 바이러스 발병 확산에 따른 주의,"최근 아프리카 콩고민주공화국과 우간다에서 에볼라 바이러스 집단 발병함에 따라 세계보건기구 (WHO) 가 발병국가 및 주변 이웃 국가들 ( 르완다 , 남수단 등 ) 을 대상으로 국제공중보건위기상황 (PHEIC)* 을 선포한 상황입니다 . *WHO 가 질병 발생의 심각성 및 위험성을 고려하여 선포하는 최고 수준의 보건 경보 이와 관련 , 가나에 거주하고 계신 우리 국민들 께서는 에볼라 바이러스 발병 국가나 이웃 국가 방문을 삼가주시고 , 발병국가를 방문하신 이후 아래 증상이 있는 경우 즉시 의료기관을 방문해 주시기 바랍니다 . - 바이러스성출혈열의 일종 , 치명률 25 - 90% - 감염된 동물 섭취 및 체액 접촉 , 환자 및 사망자와의 접촉을 통해서 전파 가능 - 감염되면 2-21 일 ( 평균 8-10 일 ) 의 잠복기를 거쳐 , 발열 , 복통 , 설사 , 출혈 등의 증상이 나타나며 , 중증으로 이환 될 수 있음 .",,단기
가나,Ghana,GH,아프리카,2026-05-18,[안전공지] 정부기관 등 사칭 금품 갈취 사건 관련 주의,"2026.5.6.( 수 ) 정오경 가나 Central 주 Agona East 지역에서 가나 현역 군인 1 명과 , 이민국 (Ghana Immigration Service) 직원을 사칭한 3 명 , 국가안보국 (National Security) 요원을 사칭한 2 명 등 총 6 명의 일당이 중국인 소유의 생필품 제조 공장을 습격하여 공장에 있던 중국인 노동자 3 명에게 불법으로 수갑을 채운 후 금품을 갈취하려던 중 공장 측의 신고로 출동한 경찰에 의해 6 명 전원이 현장에서 검거된 사건이 발생하였습니다 . 이와 관련 , 가나에서 사업체를 운영하고 계시거나 가나를 방문할 예정인 분들 께서는 ▲ 공권력을 사칭하여 사업장 방문 후 금품을 요구하는 경우 ▲ 신원확인 이외에 이유 없이 체포 등 강제력을 행사하는 경우 ▲ 기타 가나 공무원의 신분이 의심스러운 경우 즉시 공관으로 연락하시면 적극 지원해 드리겠습니다 . 아울러 사건 · 사고 피해 등 긴급상황 발생 시에는 영사콜센터 (+82 02 3210 0404) 및 우리 대사관 긴급전화 (+233 (0)24 432 1858) 조승형 해외안전담당영사 (+233 (0)59 699 4894) 에게 신속하게 연락주시기 바랍니다 . 끝 .",,판단보류
가나,Ghana,GH,아프리카,2026-05-18,"공관 휴무 안내(2026년 5월27일(), 희생절(Eid-Al-Adha))","주가나대사관은 2026년 5월 27일(수), 희생절(Eid-Al-Adha)을 맞아 휴무할 예정입니다. 휴무기간 중 사건, 사고 등 위급상황이 발생할 경우 영사 비상연락처(+233.244.321.858)로 전화 주시기 바랍니다. * 비자 및 여권 관련 궁금한 사항이 있으실 경우 정상 근무시간에 문의하여 주시기 바랍니다.",,장기
가나,Ghana,GH,아프리카,2026-05-11,"영문 운전면허증 사용 가능 국가 안내(가나, 토고, 베냉 사용불가)","경찰청은 우리 영문 운전면허증 사용 가능국가를 붙임과 같이 알려드립니다. 2026년 4월14일 기준, 영문 운전면허증 사용 가능 국가는 총69개국/109개 지역이며 가나, 토고, 베냉은 해당사항이 없으니 반드시 국제운전면허증을 함께 지참 하시기 바랍니다.",,판단보류
가나,Ghana,GH,아프리카,2026-04-30,[안전공지] 중동 정세 악화 장기화에 따른 안전 유의,"중동 전쟁 장기화에 따른 보복성 공격 및 테러 위험 증가, 국제유가 급등 등 경제적 불안정으로 인한 강·절도 등 생계형 범죄의 증가가 우려되고 있습니다. 이에 따라 가나에서도 외국인을 상대로 한 강·절도 및 사기 등의 범죄 증가가 예상되고, 중동 전쟁 당사자국 및 각 동맹국의 공공기관 및 관련 민간시설, 상업시설 등에도 공격 위험이 증가하고 있습니다. 이와 관련, 가나에 거주하고 계시거나 방문 예정이신 국민들께서는 아래 범죄 피해 예방 수칙을 참고하시어 개인 신변안전에 유의하시기를 당부드립니다. - 인적 드문 지역, 야간 불필요한 외출 자제 - 외출 시 과도한 현금, 귀중품 등 소지 자제 - 강도의 위협이 있을 시 무리하게 저항하지 말고 돌발 행동은 가급적 삼가 - 주변의 낯선 사람, 낯선 차량(특히 오토바이), 수상한 행동을 항상 경계 - 전쟁 당사자국 관련 시설에 필수 용무 외 장시간 체류 자제 - 다중운집시설 방문 시 비상구 위치를 미리 파악하고, 유사시 즉시 대피할 것 - 북부지역 등 원격지 거주자는 교민 비상 연락망 상시 유지 아울러 사건·사고 피해 등 긴급상황 발생 시에는 영사콜센터(+82 02 3210 0404) 및 우리 대사관 긴급전화(+233 (0)24 432 1858) 조승형 해외안전담당영사(+233 (0)59 699 4894)에게 신속하게 연락주시기 바랍니다. 끝.",,단기
가나,Ghana,GH,아프리카,2026-04-30,[안전공지] 가나 Upper East 주 Binduri 지역  치안 상황 악화에 따른 안전 주의,"2026.4.27.(월) 가나 Upper East 주 Binduri 지역에서 민간인 140명을 호위하며 Bawku에서 Bogatanga 방향으로 이동 중이던 군 호송대가 무장 괴한들의 총격을 받아 현장에서 민간인 3명이 사망하고, 군 호송대의 반격으로 무장괴한 7명이 사망하는 사건이 발생하였습니다. 이번 사건은 Bawku 지역의 Mamprusi족과 Kusasi족 간의 족장 임명권을 둘러싼 오래된 갈등이 그 원인으로 지목되고 있습니다. 가나 내무부는 이번 공격에 대응하여 해당 지역에 야간 통행금지령을 발령했습니다. 이와 관련, 가나에 거주하고 계시거나 방문 예정이신 국민들께서는 △동 지역의 여행 및 방문 자제, △이동 전 목적지의 사건 사고 여부 등 상황 점검, △군중이 밀집한 지역 방문 자제, △불필요한 야간 외출 자제, △외출 시 외부인의 시선을 끌지 않도록 각별한 주의를 기울이실 것을 당부드립니다. 아울러 사건·사고 피해 등 긴급상황 발생 시에는 영사콜센터(+82 02 3210 0404) 및 우리 대사관 긴급전화(+233 (0)24 432 1858) 조승형 해외안전담당영사(+233 (0)59 699 4894)에게 신속하게 연락주시기 바랍니다. 끝.",,단기
가나,Ghana,GH,아프리카,2026-04-16,"[안전공지] 가나 Northern 주 Karaga, Gushegu 지역 통행금지령 발령에 따른 안전 주의 당부","가나 내무부는 ’26.4.15.( 수 ) Northern 주 Karaga Town 및 주변 지역과 Gushegu 일부 지역 (Paboni, Yidaani, Kukpok, Busun No.1, Busun No 2, Nagnani, Nayagile, Donvin, Kolik, Tinyongu, and Klok-pan) 에 오후 6 시부터 오전 06 시까지 통행금지령을 발령했습니다 . 이번 조치는 최근 카라가의 최고 추장 사망 이후 후계자 임명을 둘러싸고 지역 내에서 폭력적인 충돌 사건이 다수 발생함에 따라 내려진 조치입니다 . 정부는 카라가 지역 전역에서 무기 ․ 탄약 및 모든 공격용 물품의 소지 금지했으며 , 경찰청장은 해당 지역 치안 유지를 위해 특수작전팀과 장갑차를 배치하는 등 주변 지역의 안전을 확보할 예정이라고 발표했습니다 . 이와 관련 , 가나에 거주하고 계시거나 방문 예정이신 국민들께서는 △ 동 지역의 여행 및 방문 자제 , △ 이동 전 목적지의 사건 사고 여부 등 상황 점검 , △ 군중이 밀집한 지역 방문 자제 , △ 불필요한 야간 외출 자제 , △ 외출 시 외부인의 시선을 끌지 않도록 각별한 주의를 기울이실 것을 당부드립니다 . 아울러 사건 · 사고 피해 등 긴급상황 발생 시에는 영사콜센터 (+82 02 3210 0404) 및 우리 대사관 긴급전화 (+233 (0)24 432 1858) 조승형 해외안전담당영사 (+233 (0)59 699 4894) 에게 신속하게 연락주시기 바랍니다 . 끝 .",,단기
가나,Ghana,GH,아프리카,2026-04-14,[안전공지] 장거리 도로 운행시 노상 강도사건 유의 당부,"지난 2026.4.12.(일) Western Region Samreboi에서 아크라로 돌아오던 가나 프리미어리그 축구 선수들이 타고 있던 팀 버스가 도로 상에서 소총으로 무장한 강도들의 공격을 받아 현장에서 축구선수 1명이 총상을 입고 치료를 받던 중 사망하는 사건이 발생하였습니다. 이와 관련, 가나에 거주하고 계시거나 방문 예정이신 국민들께서는 △동 지역의 여행 및 방문 자제, △차량을 이용한 원거리 이동 자제 △이동 전 목적지의 사건 사고 여부 등 상황 점검, △불필요한 야간 차량 운행을 자제할 것을 당부드립니다. 아울러 사건·사고 피해 등 긴급상황 발생 시에는 영사콜센터(+82 02 3210 0404) 및 우리 대사관 긴급전화(+233 (0)24 432 1858) 조승형 해외안전담당영사(+233 (0)59 699 4894)에게 신속하게 연락주시기 바랍니다. 끝.",,단기
가나,Ghana,GH,아프리카,2026-03-24,레바논 일부 지역 여행금지 추가 지정 및 사우디 얀부 지역 3단계(출국권고 지정),"외교부는 현 중동 상황으로 인해 우리 국민이 방문‧체류할 경우 신변 안전 우려가 높아진 레바논 및 사우디아라비아 일부 지역에 대한 여행경보를 상향 조정하기로 결정하였습니다. 레바논의 경우 바알벡-헤르멜 주, 베카 주 서베카 구 및 라샤야 구 지역이 한국시간 3.20.(금) 20시부로 여행경보 4단계(여행금지) 지역으로 추가 지정됩니다. ※ 금번 조정 후 레바논 여행경보 -4단계(여행금지): 남부 이스라엘 접경 지역(블루라인으로부터 5km 포함), 남부 주, 나바티예 주, 다히예의 일부 지역(베이루트 공항 및 M51 도로 제외), 바알벡-헤르멜 주, 베카 주 서베카 구 및 라샤야 구 -3단계(출국권고): 4단계 지정 지역 외 전역 금번 조치에 따라, 예외적 여권 사용 허가를 받지 않고 해당 지역에 방문·체류하는 경우 여권법 관련 규정에 따라 처벌을 받을 수 있으니, 해당 지역 방문을 계획중인 우리 국민께서는 방문을 취소해주시기 바라며, 해당 지역에 체류 중인 우리 국민께서는 즉시 대피해 주시기 바랍니다. 사우디아라비아의 경우 서부 얀부 지역에 위치한 정유 시설 인근 지역에서의 안전에 대한 우려가 높아짐에 따라, 얀부 시를 3단계(출국권고) 지역에 추가합니다. 해당 지역을 방문 예정인 국민께서는 여행을 취소하거나 연기해주시고, 해당 지역에 체류 중인 우리 국민께서는 긴요한 용무가 아닌 한 안전한 지역으로 이동하여 주시기 바랍니다. ※ 금번 조정 후 사우디 여행경보 -3단계(출국권고): 예멘 접경 180km 지역, 라스 타누라 지역, 샤이바 유전지대 반경 20km, 프린스술탄 공군기지 반경 20km, 얀부 지역 -특별여행주의보: 3단계 지정 지역 외 전역 외교부는 중동 내 동향을 예의주시하면서 계속해서 우리 국민 안전 확보를 위해 필요한 조치를 취해 나갈 예정입니다. - 2단계(황색, 여행자제) : (여행예정자) 불필요한 여행자제 / (체류자) 신변안전 특별 유의 - 3단계(적색, 출국권고) : (여행예정자) 여행 취소·연기 / (체류자) 긴요한 용무가 아닌 한 출국 - 4단계(흑색, 여행금지) : (여행예정자) 여행 금지 / (체류자) 즉시 대피·철수 - 특별여행주의보(단기) : 여행경보 2단계 이상, 3단계 이하에 준함",https://overseas.mofa.go.kr/upload/se2/8d5811d2-9a11-4461-acb5-c7fb6ecd7b63.png,판단보류
가나,Ghana,GH,아프리카,2026-03-12,레바논 베이루트 남부 다히예 일부 지역 3.12.(목) 0시부로 여행금지 추가 지정,"외교부는 현 중동 상황으로 인해 우리 국민이 방문‧체류할 경우 신변 안전 우려가 높아진 레바논 베이루트 남부 다히예의 일부 지역을 한국시간3.12.(목) 0시부로 여행금지(여행경보 4단계) 지역에 추가하기로 결정하였습니다. ※ 레바논 여행경보 조정 후 단계 -4단계(여행금지): 남부 이스라엘 접경 지역(블루라인으로부터 5km 포함), 남부주, 나바티예주, 다히예의 일부 지역(베이루트 공항 및 M51 도로 제외) -3단계(출국권고): 4단계 지정 지역 외 전역 금번 조치에 따라, 예외적 여권 사용 허가를 받지 않고 해당 지역에 방문·체류하는 경우 여권법 관련 규정에 따라 처벌을 받을 수 있으니, 해당 지역 방문을 계획중인 우리 국민께서는 방문을 취소해주시기 바라며, 해당 지역에 체류 중인 우리 국민께서는 안전한 지역으로 이동해 주시기 바랍니다. 외교부는 중동 내 동향을 예의주시하면서 계속해서 우리 국민 안전 확보를 위한 필요 조치를 취해 나갈 예정입니다.",https://overseas.mofa.go.kr/upload/se2/7fbe7096-bff5-4b1d-b39f-cd28249798df.png,판단보류
가나,Ghana,GH,아프리카,2026-03-12,[안전공지] 중동 상황 관련 안전 주의 당부,"현 중동 상황 관련, 국내외 언론 보도에 따르면 지난 3.8(일) 이스라엘은 레바논 수도 베이루트에 위치한 호텔을 정밀 타격하였으며, 해당 공습으로 이란 외교관 4명이 사망한 것으로 밝혀졌습니다. 이와 관련, 향후 이란 측의 해외에 소재하는 미국·이스라엘 관련 시설 등에 보복 공격 등이 우려되고 있는 바, 가나에 거주하고 계시거나 방문 예정이신 국민들께서는 당분간 관련 시설 및 행사에 접근·방문하지 않을 것을 당부드립니다. 또한 피해가 발생했거나 긴급한 도움이 필요하실 경우 영사콜센터(+82 02 3210 0404) 및 우리 대사관(+233 024 432 1858), 조승형 해외안전담당영사(+233 059 699 4894)에게 신속하게 연락 주시기 바랍니다. 끝.",,단기
가나,Ghana,GH,아프리카,2026-03-09,외국인 대상 오토바이 강도 사건 발생에 따른 안전 주의,"지난 2월 23일 외국인이 많이 거주하는 아크라 Airport Residential Area에서 오토바이 택시 운전자인 20대 남성이 나미비아 대사관 방향으로 걸어가고 있던 외국인 여성의 가방과 휴대전화, 외교관 여권 등을 강탈하는 사건이 발생하였습니다. 강도 용의자는 2026.3.6.경 아크라 지역 CID(범죄수사국) 경찰에 검거되었으며 추가조사 결과, 용의자는 아치모타(Achimota), 카네시(Kaneshie) 등에서 동종 범행을 저지른 것으로 밝혀졌습니다. 이번 사건은 유동 인구가 많고 상대적으로 안전한 곳으로 알려졌던 에어포트 지역에서 발생했다는 점에서 특이점이 있습니다. 강도 등 강력 사건은 주로 외국인을 대상으로 발생할 우려가 있으니, 가나에 체류 중이거나 방문 예정이신 국민들께서는 아래 예방 및 대응 요령을 참고하시어 신변안전에 각별히 유의해 주시기 바랍니다. - 도보로 이동하거나 외진 장소나 식당 주변 출입 자제 - 강도의 위협이 있을 시 무리하게 저항하지 말고 돌발 행동은 가급적 삼가 - 주변의 낯선 사람, 낯선 차량(특히 오토바이), 수상한 행동을 항상 경계 - 범죄 신고번호(191)를 숙지하여 범죄가 발생할 경우 즉시 신고 긴급사건 발생 시 우리 대사관으로 즉시 신고(+233. 244. 321. 858)해 주시고, 특이 동향이나 피해를 입으신 경우 해외안전담당 영사(+233. 59. 699. 4894, 경감 조승형)에게 알려 주시기 바랍니다. /끝/",,장기
가나,Ghana,GH,아프리카,2026-03-05,이란 전역 3.5.(목) 18:00부로 여행금지 발령,"외교부는 중동 상황 악화로 인해 우리 국민이 방문‧체류할 경우 신변 안전이 매우 심각하게 우려되는 이란에 대해 3.5.(목) 18:00부로 여행금지(여행경보 4단계)를 발령하기로 결정하였습니다. ※ 이란 여행경보 현황 : 2025.6.17. 이후 전 지역 출국권고(여행경보 3단계) 발령 중 금번 조치로 이란 전역이 여행금지로 지정되며, 예외적 여권 사용 허가를 받지 않고 이란에 방문·체류하는 경우 여권법 관련 규정에 따라 처벌을 받을 수 있으니, 해당 지역 여행을 계획하고 있는 우리 국민께서는 여행을 취소해주시기 바라며, 해당 지역에 체류 중인 우리 국민께서는 철수해주시기 바랍니다. 외교부는 중동 내 동향을 예의주시하면서 계속해서 우리 국민 안전 확보를 위한 필요 조치를 취해 나갈 예정입니다.",https://overseas.mofa.go.kr/upload/se2/86f42f98-02a8-4849-ba23-76c949e941d6.png,판단보류
가나,Ghana,GH,아프리카,2026-02-19,[안전공지] 가나 체류 중 무단 촬영 영상 유포 관련 유의사항 안내,"최근 가나를 방문한 외국인이 카메라가 내장된 선글라스를 사용해 현지인 여성 다수를 대상으로 동의 없이 촬영한 영상이 소셜미디어를 통해 유포되는 사건이 발생하여 사회적 논란이 되고 있으며, 현지 당국도 관련 사안에 대해 엄중히 대응하고 있습니다. 이에 따라 가나를 방문하거나 체류 중인 우리 국민 및 관광객께서는 아래 사항을 각별히 유의하시기 바랍니다. 1. 타인의 동의 없이 사진이나 형상을 촬영하는 행위는 현지 법령에 따라 처벌 대상이 될 수 있습니다. 2. 특히 개인적인 공간이나 사적인 상황에서의 무단 촬영은 프라이버시 침해를 넘어서 디지털 성착취 등 중대한 범죄로 간주 될 수 있습니다. 3. 촬영된 사진 및 영상의 온라인 게시, 공유, 유포 행위 역시 법적 책임을 질 수 있습니다. 4. 현지 주민의 사생활과 문화적 관습을 존중하고, 모든 촬영은 사전에 명확한 동의를 받은 후 진행하시기 바랍니다. 가나 체류 중 관련 법규 위반으로 인해 불이익을 받지 않도록 각별히 주의하시기 바라며, 안전하고 건전한 체류를 위해 현지 법과 질서를 준수해 주시기 바랍니다. 아울러 긴급상황 발생 시에는 영사콜센터(+82 02 3210 0404) 및 우리 대사관 긴급전화(+233 (0)24 432 1858) 및 조승형 해외안전담당영사(+233 (0)59 699 4894)에게 신속하게 연락주시기 바랍니다. 끝.",,장기
